0,Sun body center,0,star,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Sun,0,satellite,0.0,0.0,0.0,0.0,0.0,0.0,695.5,0.0
1,Mercury Barycenter,0,system barycenter,57909.06829450872,0.2056302929816634,7.00501414069919,48.3305373398104,29.12428280936123,174.7958829506606,0.0,87.96909804182887
199,Mercury,1,planet,0.0,0.0,0.0,0.0,0.0,0.0,2.44,0.0
2,Venus Barycenter,0,system barycenter,108208.16817083326,0.006755786250503024,3.394589648659516,76.67837463924961,55.18596653686583,50.11477187351476,0.0,224.6983300739057
299,Venus,2,planet,0.0,0.0,0.0,0.0,0.0,0.0,6.0518,0.0
3,Earth-Moon Barycenter,0,system barycenter,149597.33622362366,0.01670236221760735,0.0001034896447750026,140.2998197875138,322.6181126192527,357.5452038292769,0.0,365.2543856033059
399,Earth,3,planet,4.639998593933983,0.06314721694605988,5.240273131307,123.9580563903234,128.9226717609495,146.673274565853,6.37101,27.01616162713092
301,Moon,3,satellite,377.2345261902946,0.06314721694601877,5.240273131307005,123.9580563903234,308.9226717609725,146.67327456583,1.7374,27.01616162713348
4,Mars Barycenter,0,system barycenter,227939.13287912306,0.09331510156759697,1.849876443787323,49.56200734013464,286.5373805484373,19.35648348687506,0.0,686.9712727484774
499,Mars,4,planet,1.0603512638703243e-07,0.8778105668933142,26.10588581242649,84.02666906715703,184.5538618995063,172.6287938241757,3.3899,0.05347190368741447
401,Phobos,4,satellite,9.378610475492613,0.01468856793631673,26.05536777264767,84.81541116138577,342.7142106289891,189.8911283552044,0.011166666666666667,0.3191597271233538
402,Deimos,4,satellite,23.458180792183196,0.0003346511008457831,27.57036412559953,83.66278221410698,211.6129859293961,5.376422569794205,0.0063,1.262530334310441